age_years,rr_predicted,make,model,powertrain,vehicle_type
2.5,0.7472564091846006,gmc,terrain,cv,cuv
3,0.7086653783753685,gmc,terrain,cv,cuv
3.5,0.6720673283430348,gmc,terrain,cv,cuv
4,0.6373593343329664,gmc,terrain,cv,cuv
4.5,0.6044437869981039,gmc,terrain,cv,cuv
5,0.573228117892039,gmc,terrain,cv,cuv
1,0.953089447975883,honda,cr-v,cv,cuv
1.5,0.9236817626354105,honda,cr-v,cv,cuv
2,0.895181454833238,honda,cr-v,cv,cuv
2.5,0.8675605273302944,honda,cr-v,cv,cuv
3,0.8407918467455637,honda,cr-v,cv,cuv
3.5,0.8148491169016445,honda,cr-v,cv,cuv
4,0.789706852992736,honda,cr-v,cv,cuv
4.5,0.765340356549673,honda,cr-v,cv,cuv
5,0.7417256911774178,honda,cr-v,cv,cuv
1,0.9682377559398092,honda,pilot,cv,cuv
1.5,0.9273437517855742,honda,pilot,cv,cuv
2,0.8881769262767777,honda,pilot,cv,cuv
2.5,0.8506643311625709,honda,pilot,cv,cuv
3,0.8147360991978341,honda,pilot,cv,cuv
3.5,0.7803253140153643,honda,pilot,cv,cuv
4,0.7473678854940757,honda,pilot,cv,cuv
4.5,0.715802430391087,honda,pilot,cv,cuv
5,0.6855701580153708,honda,pilot,cv,cuv
1,0.797612045923606,hyundai,santa fe,cv,cuv
1.5,0.7680200450378434,hyundai,santa fe,cv,cuv
2,0.7395259294221168,hyundai,santa fe,cv,cuv
2.5,0.7120889667153126,hyundai,santa fe,cv,cuv
3,0.6856699357572476,hyundai,santa fe,cv,cuv
3.5,0.6602310705219891,hyundai,santa fe,cv,cuv
4,0.6357360061312916,hyundai,santa fe,cv,cuv
4.5,0.6121497268709727,hyundai,santa fe,cv,cuv
5,0.5894385161359229,hyundai,santa fe,cv,cuv
1,0.8122472830420836,hyundai,tucson,cv,cuv
1.5,0.794210775043503,hyundai,tucson,cv,cuv
2,0.7765747800753441,hyundai,tucson,cv,cuv
2.5,0.7593304044710749,hyundai,tucson,cv,cuv
3,0.7424689520541288,hyundai,tucson,cv,cuv
3.5,0.7259819197525037,hyundai,tucson,cv,cuv
4,0.7098609933107437,hyundai,tucson,cv,cuv
4.5,0.6940980430971372,hyundai,tucson,cv,cuv
5,0.6786851200040205,hyundai,tucson,cv,cuv
1,0.7385596772561075,jeep,patriot,cv,cuv
1.5,0.7230461836127382,jeep,patriot,cv,cuv
2,0.7078585519036638,jeep,patriot,cv,cuv
2.5,0.6929899373779426,jeep,patriot,cv,cuv
3,0.6784336390590681,jeep,patriot,cv,cuv
3.5,0.664183096724977,jeep,patriot,cv,cuv
4,0.6502318879514939,jeep,patriot,cv,cuv
4.5,0.6365737252178769,jeep,patriot,cv,cuv
5,0.623202453073163,jeep,patriot,cv,cuv
1,0.7637717379372293,kia,sorento,cv,cuv
1.5,0.7327799308603987,kia,sorento,cv,cuv
2,0.7030456881292737,kia,sorento,cv,cuv
2.5,0.6745179811581489,kia,sorento,cv,cuv
3,0.64714785196436,kia,sorento,cv,cuv
3.5,0.620888329148771,kia,sorento,cv,cuv
4,0.5956943472855459,kia,sorento,cv,cuv
4.5,0.5715226695828689,kia,sorento,cv,cuv
5,0.5483318136818836,kia,sorento,cv,cuv
1,0.7881776043105523,kia,sportage,cv,cuv
1.5,0.7670037520395757,kia,sportage,cv,cuv
2,0.7463987208281435,kia,sportage,cv,cuv
2.5,0.7263472296875325,kia,sportage,cv,cuv
3,0.7068344081423301,kia,sportage,cv,cuv
3.5,0.6878457852022752,kia,sportage,cv,cuv
4,0.6693672786303626,kia,sportage,cv,cuv
4.5,0.6513851844992529,kia,sportage,cv,cuv
5,0.6338861670282417,kia,sportage,cv,cuv
1,0.7164879728776183,jeep,renegade,cv,cuv
1.5,0.706915762406216,jeep,renegade,cv,cuv
2,0.6974714357469325,jeep,renegade,cv,cuv
2.5,0.688153284384326,jeep,renegade,cv,cuv
3,0.6789596226285569,jeep,renegade,cv,cuv
3.5,0.6698887873104398,jeep,renegade,cv,cuv
4,0.66093913748057,jeep,renegade,cv,cuv
4.5,0.6521090541124689,jeep,renegade,cv,cuv
5,0.6433969398096964,jeep,renegade,cv,cuv
1,1.0231938449398212,lexus,rx,cv,cuv
1.5,0.977850430365431,lexus,rx,cv,cuv
2,0.9345164348815024,lexus,rx,cv,cuv
2.5,0.8931028099433017,lexus,rx,cv,cuv
3,0.8535244532427747,lexus,rx,cv,cuv
3.5,0.8157000338288334,lexus,rx,cv,cuv
4,0.7795518249775376,lexus,rx,cv,cuv
4.5,0.7450055444687276,lexus,rx,cv,cuv
5,0.7119902019408885,lexus,rx,cv,cuv
1,0.8545145542454864,lincoln,mkx,cv,cuv
1.5,0.8112720251423509,lincoln,mkx,cv,cuv
2,0.7702177751199463,lincoln,mkx,cv,cuv
2.5,0.7312410667761251,lincoln,mkx,cv,cuv
3,0.6942367665516606,lincoln,mkx,cv,cuv
3.5,0.6591050611489546,lincoln,mkx,cv,cuv
4,0.6257511883013195,lincoln,mkx,cv,cuv
4.5,0.5940851811666208,lincoln,mkx,cv,cuv
5,0.5640216256558284,lincoln,mkx,cv,cuv
1,0.8997822679948456,mazda,cx-5,cv,cuv
1.5,0.8825017379664942,mazda,cx-5,cv,cuv
2,0.8655530845806179,mazda,cx-5,cv,cuv
2.5,0.8489299340682617,mazda,cx-5,cv,cuv
3,0.832626035070202,mazda,cx-5,cv,cuv
3.5,0.8166352562860393,mazda,cx-5,cv,cuv
4,0.8009515841684396,mazda,cx-5,cv,cuv
4.5,0.7855691206616597,mazda,cx-5,cv,cuv
5,0.7704820809835037,mazda,cx-5,cv,cuv
1,0.9218186314352944,mazda,cx-9,cv,cuv
1.5,0.8778427639499249,mazda,cx-9,cv,cuv
2,0.8359647895371652,mazda,cx-9,cv,cuv
2.5,0.7960846270480632,mazda,cx-9,cv,cuv
3,0.7581069697602122,mazda,cx-9,cv,cuv
3.5,0.7219410576110931,mazda,cx-9,cv,cuv
4,0.6875004602971501,mazda,cx-9,cv,cuv
4.5,0.6547028707202462,mazda,cx-9,cv,cuv
5,0.6234699082878683,mazda,cx-9,cv,cuv
1,0.7905110962719868,mercedes-benz,gl-class,cv,cuv
1.5,0.73491985201251675,mercedes-benz,gl-class,cv,cuv
2,0.6832379601364481,mercedes-benz,gl-class,cv,cuv
2.5,0.635190502601179,mercedes-benz,gl-class,cv,cuv
3,0.5905218944716755,mercedes-benz,gl-class,cv,cuv
3.5,0.5489945243551085,mercedes-benz,gl-class,cv,cuv
4,0.5103874904444349,mercedes-benz,gl-class,cv,cuv
4.5,0.47449542544739626,mercedes-benz,gl-class,cv,cuv
5,0.4411274041502332,mercedes-benz,gl-class,cv,cuv
1,0.8078058643927932,mercedes-benz,gla-class,cv,cuv
1.5,0.7842386583815317,mercedes-benz,gla-class,cv,cuv
2,0.7613590101408426,mercedes-benz,gla-class,cv,cuv
2.5,0.7391468606239451,mercedes-benz,gla-class,cv,cuv
3,0.7175827359935852,mercedes-benz,gla-class,cv,cuv
3.5,0.6966477305489326,mercedes-benz,gla-class,cv,cuv
4,0.6763234901505721,mercedes-benz,gla-class,cv,cuv
4.5,0.6565921961290625,mercedes-benz,gla-class,cv,cuv
5,0.6374365496629506,mercedes-benz,gla-class,cv,cuv
1,0.7742224800244174,mercedes-benz,glc-class,cv,cuv
1.5,0.7601199227655439,mercedes-benz,glc-class,cv,cuv
2,0.7462742453136652,mercedes-benz,glc-class,cv,cuv
2.5,0.7326807685716481,mercedes-benz,glc-class,cv,cuv
3,0.7193348986726865,mercedes-benz,glc-class,cv,cuv
3.5,0.7062321254278208,mercedes-benz,glc-class,cv,cuv
4,0.6933680208017348,mercedes-benz,glc-class,cv,cuv
4.5,0.6807382374163182,mercedes-benz,glc-class,cv,cuv
5,0.6683385070814853,mercedes-benz,glc-class,cv,cuv
1,0.9777652664693864,mercedes-benz,glk-class,cv,cuv
1.5,0.9229939040609291,mercedes-benz,glk-class,cv,cuv
2,0.8712906626452647,mercedes-benz,glk-class,cv,cuv
2.5,0.8224836756481019,mercedes-benz,glk-class,cv,cuv
3,0.776410703924911,mercedes-benz,glk-class,cv,cuv
3.5,0.7329185964623186,mercedes-benz,glk-class,cv,cuv
4,0.6918627812893295,mercedes-benz,glk-class,cv,cuv
4.5,0.6531067849061142,mercedes-benz,glk-class,cv,cuv
5,0.6165217786328983,mercedes-benz,glk-class,cv,cuv
1,0.6796047071335998,mercedes-benz,gle-class,cv,cuv
1.5,0.6469458548893678,mercedes-benz,gle-class,cv,cuv
2,0.6158564453207306,mercedes-benz,gle-class,cv,cuv
2.5,0.5862610578252262,mercedes-benz,gle-class,cv,cuv
3,0.5580878961871664,mercedes-benz,gle-class,cv,cuv
3.5,0.531268614405341,mercedes-benz,gle-class,cv,cuv
4,0.5057381508906864,mercedes-benz,gle-class,cv,cuv
4.5,0.48143457063169465,mercedes-benz,gle-class,cv,cuv
5,0.4582989149446677,mercedes-benz,gle-class,cv,cuv
1,0.7615042874211768,mercedes-benz,m-class,cv,cuv
1.5,0.7145987542300185,mercedes-benz,m-class,cv,cuv
2,0.6705824090320067,mercedes-benz,m-class,cv,cuv
2.5,0.6292772897256188,mercedes-benz,m-class,cv,cuv
3,0.5905163959430971,mercedes-benz,m-class,cv,cuv
3.5,0.5541430138527184,mercedes-benz,m-class,cv,cuv
4,0.5200100825504667,mercedes-benz,m-class,cv,cuv
4.5,0.4879795994793748,mercedes-benz,m-class,cv,cuv
5,0.4579220624725892,mercedes-benz,m-class,cv,cuv
1,0.8185659923111764,mitsubishi,outlander sport,cv,cuv
1.5,0.7952110826812472,mitsubishi,outlander sport,cv,cuv
2,0.7725225234848145,mitsubishi,outlander sport,cv,cuv
2.5,0.750481302749353,mitsubishi,outlander sport,cv,cuv
3,0.7290689509422922,mitsubishi,outlander sport,cv,cuv
3.5,0.7082675254943955,mitsubishi,outlander sport,cv,cuv
4,0.6880595957647091,mitsubishi,outlander sport,cv,cuv
4.5,0.6684282284344846,mitsubishi,outlander sport,cv,cuv
5,0.6493569733178335,mitsubishi,outlander sport,cv,cuv
1,0.7307130584142832,nissan,rogue select,cv,cuv
1.5,0.7224659478720644,nissan,rogue select,cv,cuv
2,0.7143119174130772,nissan,rogue select,cv,cuv
2.5,0.7062499164994572,nissan,rogue select,cv,cuv
3,0.6982789064501178,nissan,rogue select,cv,cuv
3.5,0.6903978603069287,nissan,rogue select,cv,cuv
4,0.6826057627024071,nissan,rogue select,cv,cuv
4.5,0.6749016097289008,nissan,rogue select,cv,cuv
5,0.6672844088092479,nissan,rogue select,cv,cuv
1,0.861348975740568,nissan,rogue,cv,cuv
1.5,0.8367871126895473,nissan,rogue,cv,cuv
2,0.8129256453358901,nissan,rogue,cv,cuv
2.5,0.7897446014921499,nissan,rogue,cv,cuv
3,0.7672245784893298,nissan,rogue,cv,cuv
3.5,0.7453467269367346,nissan,rogue,cv,cuv
4,0.7240927349449213,nissan,rogue,cv,cuv
4.5,0.7034448127985404,nissan,rogue,cv,cuv
5,0.6833856780662405,nissan,rogue,cv,cuv
1,0.8190404885485784,nissan,murano,cv,cuv
1.5,0.7903399100657652,nissan,murano,cv,cuv
2,0.7626450489031151,nissan,murano,cv,cuv
2.5,0.7359206630069294,nissan,murano,cv,cuv
3,0.7101327452653006,nissan,murano,cv,cuv
3.5,0.6852484802336415,nissan,murano,cv,cuv
4,0.6612362023766262,nissan,murano,cv,cuv
4.5,0.6380653557734035,nissan,murano,cv,cuv
5,0.61570645523481,nissan,murano,cv,cuv
1,0.9148057466571562,porsche,macan,cv,cuv
1.5,0.8769767025069843,porsche,macan,cv,cuv
2,0.8407119648629149,porsche,macan,cv,cuv
2.5,0.8059468465275839,porsche,macan,cv,cuv
3,0.7726193352483943,porsche,macan,cv,cuv
3.5,0.7406699831032098,porsche,macan,cv,cuv
4,0.7100418004601693,porsche,macan,cv,cuv
4.5,0.6806801543224765,porsche,macan,cv,cuv
5,0.6525326708768342,porsche,macan,cv,cuv
1,0.9610724659495123,subaru,crosstrek,cv,cuv
1.5,0.9469946676982001,subaru,crosstrek,cv,cuv
2,0.9331230811641372,subaru,crosstrek,cv,cuv
2.5,0.9194546857562079,subaru,crosstrek,cv,cuv
3,0.9059865051289423,subaru,crosstrek,cv,cuv
3.5,0.8927156065344061,subaru,crosstrek,cv,cuv
4,0.8796391001835838,subaru,crosstrek,cv,cuv
4.5,0.8667541386171155,subaru,crosstrek,cv,cuv
5,0.8540579160852521,subaru,crosstrek,cv,cuv
1,0.9576907305094878,subaru,forester,cv,cuv
1.5,0.9256029857648265,subaru,forester,cv,cuv
2,0.8945903515229584,subaru,forester,cv,cuv
2.5,0.8646168058508243,subaru,forester,cv,cuv
3,0.8356475337421487,subaru,forester,cv,cuv
3.5,0.8076488866789586,subaru,forester,cv,cuv
4,0.7805883435480072,subaru,forester,cv,cuv
4.5,0.7544344728667056,subaru,forester,cv,cuv
5,0.7291568962746868,subaru,forester,cv,cuv
1,1.0166542115610926,subaru,xv crosstrek,cv,cuv
1.5,0.9793519238333852,subaru,xv crosstrek,cv,cuv
2,0.9434183027121772,subaru,xv crosstrek,cv,cuv
2.5,0.9088031301439964,subaru,xv crosstrek,cv,cuv
3,0.8754580306372352,subaru,xv crosstrek,cv,cuv
3.5,0.8433364036562999,subaru,xv crosstrek,cv,cuv
4,0.8123933584963016,subaru,xv crosstrek,cv,cuv
4.5,0.7825856515472741,subaru,xv crosstrek,cv,cuv
5,0.7538716258602447,subaru,xv crosstrek,cv,cuv
1,0.9275087131644011,toyota,highlander,cv,cuv
1.5,0.9014628335322314,toyota,highlander,cv,cuv
2,0.8761483624962129,toyota,highlander,cv,cuv
2.5,0.8515447609713891,toyota,highlander,cv,cuv
3,0.8276320666420861,toyota,highlander,cv,cuv
3.5,0.8043908777653378,toyota,highlander,cv,cuv
4,0.7818023374291375,toyota,highlander,cv,cuv
4.5,0.7598481182527416,toyota,highlander,cv,cuv
5,0.7385104075166122,toyota,highlander,cv,cuv
1,0.8871419476565803,volkswagen,tiguan,cv,cuv
1.5,0.8484118747447924,volkswagen,tiguan,cv,cuv
2,0.8113726457297616,volkswagen,tiguan,cv,cuv
2.5,0.7759504432166767,volkswagen,tiguan,cv,cuv
3,0.7420746724664589,volkswagen,tiguan,cv,cuv
3.5,0.7096778207038559,volkswagen,tiguan,cv,cuv
4,0.6786953225677413,volkswagen,tiguan,cv,cuv
4.5,0.6490654314354672,volkswagen,tiguan,cv,cuv
5,0.6207290963648275,volkswagen,tiguan,cv,cuv
1,0.8920071964874254,volkswagen,atlas,cv,cuv
1.5,0.8637753294910473,volkswagen,atlas,cv,cuv
2,0.8364369959966855,volkswagen,atlas,cv,cuv
2.5,0.8099639158300488,volkswagen,atlas,cv,cuv
3,0.7843287038792651,volkswagen,atlas,cv,cuv
3.5,0.7595048417663172,volkswagen,atlas,cv,cuv
4,0.7354666504150728,volkswagen,atlas,cv,cuv
4.5,0.7121892634875304,volkswagen,atlas,cv,cuv
5,0.689648601660805,volkswagen,atlas,cv,cuv
1,0.9895280577634573,volvo,xc90,cv,cuv
1.5,0.9336163006561179,volvo,xc90,cv,cuv
2,0.8808637511713452,volvo,xc90,cv,cuv
2.5,0.8310919031537467,volvo,xc90,cv,cuv
3,0.7841323366629936,volvo,xc90,cv,cuv
3.5,0.7398261480677915,volvo,xc90,cv,cuv
4,0.6980234123415114,volvo,xc90,cv,cuv
4.5,0.6585826757399786,volvo,xc90,cv,cuv
5,0.6213704771447189,volvo,xc90,cv,cuv
1,0.989192174802985,volvo,xc60,cv,cuv
1.5,0.9266969551051729,volvo,xc60,cv,cuv
2,0.8681500607020445,volvo,xc60,cv,cuv
2.5,0.8133020441525312,volvo,xc60,cv,cuv
3,0.761919217615195,volvo,xc60,cv,cuv
3.5,0.7137826571876619,volvo,xc60,cv,cuv
4,0.6686872701499353,volvo,xc60,cv,cuv
4.5,0.6264409211374459,volvo,xc60,cv,cuv
5,0.5868636135207719,volvo,xc60,cv,cuv
1,0.9903473814320995,toyota,c-hr,cv,cuv
1.5,0.9715022749395622,toyota,c-hr,cv,cuv
2,0.9530157679095704,toyota,c-hr,cv,cuv
2.5,0.9348810366303779,toyota,c-hr,cv,cuv
3,0.9170913872371755,toyota,c-hr,cv,cuv
3.5,0.8996402532412622,toyota,c-hr,cv,cuv
4,0.882521193106233,toyota,c-hr,cv,cuv
4.5,0.865727887870288,toyota,c-hr,cv,cuv
5,0.8492541388137873,toyota,c-hr,cv,cuv
1,0.9420465720310117,lexus,nx,cv,cuv
1.5,0.9178711874567478,lexus,nx,cv,cuv
2,0.8943162066254257,lexus,nx,cv,cuv
2.5,0.8713657083506389,lexus,nx,cv,cuv
3,0.8490041800253607,lexus,nx,cv,cuv
3.5,0.8272165071367267,lexus,nx,cv,cuv
4,0.8059879630498942,lexus,nx,cv,cuv
4.5,0.7853041990540762,lexus,nx,cv,cuv
5,0.7651512346640188,lexus,nx,cv,cuv
1,0.7782808353852972,mitsubishi,outlander,cv,cuv
1.5,0.7590393766730854,mitsubishi,outlander,cv,cuv
2,0.7402736250791022,mitsubishi,outlander,cv,cuv
2.5,0.7219718196830497,mitsubishi,outlander,cv,cuv
3,0.7041224903301888,mitsubishi,outlander,cv,cuv
3.5,0.6867144504427349,mitsubishi,outlander,cv,cuv
4,0.6697367900089769,mitsubishi,outlander,cv,cuv
4.5,0.6531788687457258,mitsubishi,outlander,cv,cuv
5,0.6370303094298099,mitsubishi,outlander,cv,cuv
1,0.7499071073260162,toyota,venza,cv,cuv
1.5,0.7223324000415968,toyota,venza,cv,cuv
2,0.6957716376503424,toyota,venza,cv,cuv
2.5,0.6701875365562472,toyota,venza,cv,cuv
3,0.6455441841121016,toyota,venza,cv,cuv
3.5,0.6218069882085671,toyota,venza,cv,cuv
4,0.5989426287169006,toyota,venza,cv,cuv
4.5,0.5769190107171726,toyota,venza,cv,cuv
5,0.5557052194463201,toyota,venza,cv,cuv
1,0.8250862331140311,buick,envision,cv,cuv
1.5,0.789115671611661,buick,envision,cv,cuv
2,0.7547132871589944,buick,envision,cv,cuv
2.5,0.7218107133153505,buick,envision,cv,cuv
3,0.6903425641518545,buick,envision,cv,cuv
3.5,0.660246304312677,buick,envision,cv,cuv
4,0.6314621247410982,buick,envision,cv,cuv
4.5,0.6039328238234356,buick,envision,cv,cuv
5,0.5776036937146333,buick,envision,cv,cuv
1,0.9430539634478989,honda,hr-v,cv,cuv
1.5,0.9307421003279797,honda,hr-v,cv,cuv
2,0.9185909724144843,honda,hr-v,cv,cuv
2.5,0.9065984812592468,honda,hr-v,cv,cuv
3,0.8947625558099953,honda,hr-v,cv,cuv
3.5,0.8830811520526902,honda,hr-v,cv,cuv
4,0.8715522526585316,honda,hr-v,cv,cuv
4.5,0.8601738666355754,honda,hr-v,cv,cuv
5,0.8489440289848968,honda,hr-v,cv,cuv
1,0.8225693354596971,hyundai,kona,cv,cuv
1.5,0.8128460622643949,hyundai,kona,cv,cuv
2,0.8032377241117146,hyundai,kona,cv,cuv
2.5,0.7937429623990788,hyundai,kona,cv,cuv
3,0.7843604345834247,hyundai,kona,cv,cuv
3.5,0.7750888139913704,hyundai,kona,cv,cuv
4,0.7659267896316255,hyundai,kona,cv,cuv
4.5,0.7568730660096198,hyundai,kona,cv,cuv
5,0.7479263629443217,hyundai,kona,cv,cuv
1,0.7044013421067459,nissan,juke,cv,cuv
1.5,0.6905121412021176,nissan,juke,cv,cuv
2,0.6768968039178964,nissan,juke,cv,cuv
2.5,0.6635499302830478,nissan,juke,cv,cuv
3,0.6504662268017493,nissan,juke,cv,cuv
3.5,0.6376405043539405,nissan,juke,cv,cuv
4,0.6250676761372698,nissan,juke,cv,cuv
4.5,0.6127427556496196,nissan,juke,cv,cuv
5,0.6006608547114134,nissan,juke,cv,cuv
1,0.9526874649817012,ford,ecosport,cv,cuv
1.5,0.9203700236325121,ford,ecosport,cv,cuv
2,0.8891488673230116,ford,ecosport,cv,cuv
2.5,0.858986807438072,ford,ecosport,cv,cuv
3,0.8298479168894908,ford,ecosport,cv,cuv
3.5,0.8016974873219747,ford,ecosport,cv,cuv
4,0.7745019877707994,ford,ecosport,cv,cuv
4.5,0.7482290247219008,ford,ecosport,cv,cuv
5,0.722847303526823,ford,ecosport,cv,cuv
1,0.9126846329007706,nissan,kicks,cv,cuv
1.5,0.8999786769463065,nissan,kicks,cv,cuv
2,0.8874496071920666,nissan,kicks,cv,cuv
2.5,0.8750949611135511,nissan,kicks,cv,cuv
3,0.8629123104683406,nissan,kicks,cv,cuv
3.5,0.8508992608188374,nissan,kicks,cv,cuv
4,0.8390534510616509,nissan,kicks,cv,cuv
4.5,0.8273725529635346,nissan,kicks,cv,cuv
5,0.8158542707037849,nissan,kicks,cv,cuv
1,0.9014659213526712,infiniti,qx60,cv,cuv
1.5,0.8560053941892652,infiniti,qx60,cv,cuv
2,0.8128374212766886,infiniti,qx60,cv,cuv
2.5,0.7718463901194216,infiniti,qx60,cv,cuv
3,0.7329225185088902,infiniti,qx60,cv,cuv
3.5,0.6959615605046772,infiniti,qx60,cv,cuv
4,0.6608645272429711,infiniti,qx60,cv,cuv
4.5,0.6275374218245212,infiniti,qx60,cv,cuv
5,0.5958909875720759,infiniti,qx60,cv,cuv
1,0.925384055432256,buick,encore gx,cv,cuv
1.5,0.8975151316651612,buick,encore gx,cv,cuv
2,0.870485510139527,buick,encore gx,cv,cuv
2.5,0.8442699143768496,buick,encore gx,cv,cuv
3,0.818843829126624,buick,encore gx,cv,cuv
3.5,0.794183477441154,buick,encore gx,cv,cuv
4,0.7702657984407792,buick,encore gx,cv,cuv
4.5,0.7470684257487251,buick,encore gx,cv,cuv
5,0.7245696665754114,buick,encore gx,cv,cuv
1,0.9114249224055991,chevrolet,blazer,cv,cuv
1.5,0.8759663374674153,chevrolet,blazer,cv,cuv
2,0.8418872531495346,chevrolet,blazer,cv,cuv
2.5,0.8091340005882749,chevrolet,blazer,cv,cuv
3,0.7776549988834431,chevrolet,blazer,cv,cuv
3.5,0.7474006738670368,chevrolet,blazer,cv,cuv
4,0.7183233800322117,chevrolet,blazer,cv,cuv
4.5,0.6903773254995701,chevrolet,blazer,cv,cuv
5,0.6635184999026014,chevrolet,blazer,cv,cuv
1,0.9433510987929862,ford,bronco sport,cv,cuv
1.5,0.9172957633797134,ford,bronco sport,cv,cuv
2,0.8919600757247003,ford,bronco sport,cv,cuv
2.5,0.8673241591735973,ford,bronco sport,cv,cuv
3,0.8433686860647861,ford,bronco sport,cv,cuv
3.5,0.8200748625662126,ford,bronco sport,cv,cuv
4,0.7974244139310273,ford,bronco sport,cv,cuv
4.5,0.7753995701604633,ford,bronco sport,cv,cuv
5,0.7539830520627069,ford,bronco sport,cv,cuv
1,1.005528154372889,kia,telluride,cv,cuv
1.5,0.9704870194156857,kia,telluride,cv,cuv
2,0.9366670149994316,kia,telluride,cv,cuv
2.5,0.9040255865721734,kia,telluride,cv,cuv
3,0.8725216625437141,kia,telluride,cv,cuv
3.5,0.84211560260664,kia,telluride,cv,cuv
4,0.8127691478582801,kia,telluride,cv,cuv
4.5,0.7844453726608416,kia,telluride,cv,cuv
5,0.757108638179145,kia,telluride,cv,cuv
1,0.7844630227837444,lincoln,mkc,cv,cuv
1.5,0.7547611691766757,lincoln,mkc,cv,cuv
2,0.7261839066364556,lincoln,mkc,cv,cuv
2.5,0.6986886551583356,lincoln,mkc,cv,cuv
3,0.6722344469296406,lincoln,mkc,cv,cuv
3.5,0.646781865287896,lincoln,mkc,cv,cuv
4,0.6222929859901605,lincoln,mkc,cv,cuv
4.5,0.5987313207060585,lincoln,mkc,cv,cuv
5,0.5760617626503174,lincoln,mkc,cv,cuv
1,0.9727945024320405,hyundai,palisade,cv,cuv
1.5,0.9428379724328179,hyundai,palisade,cv,cuv
2,0.9138039329363178,hyundai,palisade,cv,cuv
2.5,0.8856639764892194,hyundai,palisade,cv,cuv
3,0.8583905704259654,hyundai,palisade,cv,cuv
3.5,0.8319570299302823,hyundai,palisade,cv,cuv
4,0.8063374919262507,hyundai,palisade,cv,cuv
4.5,0.7815068897733832,hyundai,palisade,cv,cuv
5,0.7574409287409491,hyundai,palisade,cv,cuv
1,1.1047527388027352,mercedes-benz,gle,cv,cuv
1.5,1.046690461110116,mercedes-benz,gle,cv,cuv
2,0.991679751404111,mercedes-benz,gle,cv,cuv
2.5,0.9395602290116398,mercedes-benz,gle,cv,cuv
3,0.8901799423558802,mercedes-benz,gle,cv,cuv
3.5,0.8433949259498733,mercedes-benz,gle,cv,cuv
4,0.7990687806731324,mercedes-benz,gle,cv,cuv
4.5,0.7570722761075704,mercedes-benz,gle,cv,cuv
5,0.7172829737733853,mercedes-benz,gle,cv,cuv
1,1.1326520527863675,mercedes-benz,glc,cv,cuv
1.5,1.0672813925028803,mercedes-benz,glc,cv,cuv
2,1.005683579507655,mercedes-benz,glc,cv,cuv
2.5,0.9476408650950975,mercedes-benz,glc,cv,cuv
3,0.8929480678583052,mercedes-benz,glc,cv,cuv
3.5,0.8414118483713386,mercedes-benz,glc,cv,cuv
4,0.7928500257329806,mercedes-benz,glc,cv,cuv
4.5,0.7470909335559586,mercedes-benz,glc,cv,cuv
5,0.7039728131250488,mercedes-benz,glc,cv,cuv
1,1.0010090985450009,subaru,ascent,cv,cuv
1.5,0.9612296503641209,subaru,ascent,cv,cuv
2,0.9230310114884464,subaru,ascent,cv,cuv
2.5,0.8863503615880407,subaru,ascent,cv,cuv
3,0.8511273767718737,subaru,ascent,cv,cuv
3.5,0.8173041303809688,subaru,ascent,cv,cuv
4,0.7848249977239671,subaru,ascent,cv,cuv
4.5,0.7536365645984351,subaru,ascent,cv,cuv
5,0.7236875394474792,subaru,ascent,cv,cuv
1,0.8865531321808592,mazda,cx-30,cv,cuv
1.5,0.8714948822162059,mazda,cx-30,cv,cuv
2,0.8566923990902983,mazda,cx-30,cv,cuv
2.5,0.8421413385615442,mazda,cx-30,cv,cuv
3,0.8278374301760054,mazda,cx-30,cv,cuv
3.5,0.8137764760141026,mazda,cx-30,cv,cuv
4,0.7999543494586068,mazda,cx-30,cv,cuv
4.5,0.7863669939835579,mazda,cx-30,cv,cuv
5,0.7730104219637529,mazda,cx-30,cv,cuv
1,0.9487730970225973,chevrolet,trailblazer,cv,cuv
1.5,0.931743514945824,chevrolet,trailblazer,cv,cuv
2,0.9150195978026577,chevrolet,trailblazer,cv,cuv
2.5,0.898595859195886,chevrolet,trailblazer,cv,cuv
3,0.8824669112039506,chevrolet,trailblazer,cv,cuv
3.5,0.8666274626134028,chevrolet,trailblazer,cv,cuv
4,0.8510723171830837,chevrolet,trailblazer,cv,cuv
4.5,0.8357963719394617,chevrolet,trailblazer,cv,cuv
5,0.8207946155025658,chevrolet,trailblazer,cv,cuv
1,0.6286931649290837,dodge,grand caravan,cv,minivan
1.5,0.6127737947845318,dodge,grand caravan,cv,minivan
2,0.5972575248483745,dodge,grand caravan,cv,minivan
2.5,0.5821341480724354,dodge,grand caravan,cv,minivan
3,0.5673937158649469,dodge,grand caravan,cv,minivan
3.5,0.5530265315460817,dodge,grand caravan,cv,minivan
4,0.5390231439691977,dodge,grand caravan,cv,minivan
4.5,0.5253743413036023,dodge,grand caravan,cv,minivan
5,0.512071144974745,dodge,grand caravan,cv,minivan
1,0.8861958748744383,chevrolet,colorado,cv,pickup
1.5,0.8724979368722215,chevrolet,colorado,cv,pickup
2,0.8590117280269918,chevrolet,colorado,cv,pickup
2.5,0.8457339756391712,chevrolet,colorado,cv,pickup
3,0.8326614575953301,chevrolet,colorado,cv,pickup
3.5,0.8197910015862764,chevrolet,colorado,cv,pickup
4,0.8071194843372314,chevrolet,colorado,cv,pickup
