age_bin,powertrain,vehicle_type,quantile,miles
88.5,hev,all,75,99085.97793958696
91.5,hev,all,25,60040.08052065562
91.5,hev,all,50,80652.07636517567
91.5,hev,all,75,102578.45500697182
94.5,hev,all,25,60801.08933226261
94.5,hev,all,50,81867.69400074605
94.5,hev,all,75,105376.16886748986
97.5,hev,all,25,62245.25403654654
97.5,hev,all,50,84006.8389610084
97.5,hev,all,75,108353.53832204646
100.5,hev,all,25,63310.09776639644
100.5,hev,all,50,85589.53291842507
100.5,hev,all,75,110505.47999223339
103.5,hev,all,25,66803.59763317223
103.5,hev,all,50,89071.300126243
103.5,hev,all,75,114201.94016312396
106.5,hev,all,25,67558.90811971089
106.5,hev,all,50,90637.80458387172
106.5,hev,all,75,116074.4790167883
109.5,hev,all,25,67239.1781077387
109.5,hev,all,50,91227.6297876122
109.5,hev,all,75,117685.79447530468
112.5,hev,all,25,68811.81183970938
112.5,hev,all,50,93124.83682888681
112.5,hev,all,75,119733.19551184397
115.5,hev,all,25,72918.43511678437
115.5,hev,all,50,97463.37632336323
115.5,hev,all,75,123880.30438164288
118.5,hev,all,25,74854.79523185451
118.5,hev,all,50,99843.05960804998
118.5,hev,all,75,127781.28586735146
121.5,hev,all,25,75508.77400725013
121.5,hev,all,50,101184.46421473345
121.5,hev,all,75,129782.62055308414
124.5,hev,all,25,77367.51470175544
124.5,hev,all,50,101959.39895079583
124.5,hev,all,75,131469.77309285774
127.5,hev,all,25,81468.85579161251
127.5,hev,all,50,107075.02229923676
127.5,hev,all,75,136038.89770202574
130.5,hev,all,25,83218.76009300686
130.5,hev,all,50,109021.09452032432
130.5,hev,all,75,138725.47074104467
133.5,hev,all,25,84275.48090795857
133.5,hev,all,50,110670.8452564802
133.5,hev,all,75,140310.0929146497
136.5,hev,all,25,85519.70168105651
136.5,hev,all,50,112180.03833492947
136.5,hev,all,75,141879.3955109324
139.5,hev,all,25,88383.0150522529
139.5,hev,all,50,114772.6987513888
139.5,hev,all,75,144480.2847065331
142.5,hev,all,25,90079.070995663
142.5,hev,all,50,117565.43105587855
142.5,hev,all,75,147248.43231369604
145.5,hev,all,25,91890.0042489673
145.5,hev,all,50,119394.31831636278
145.5,hev,all,75,150384.32785220843
148.5,hev,all,25,93086.57832368063
148.5,hev,all,50,121063.15691343189
148.5,hev,all,75,151034.10696697916
151.5,hev,all,25,96545.28657774265
151.5,hev,all,50,125449.63813117177
151.5,hev,all,75,155894.57349959604
154.5,hev,all,25,96863.62446447257
154.5,hev,all,50,126297.45523467264
154.5,hev,all,75,157259.53427735754
157.5,hev,all,25,98248.44175619532
157.5,hev,all,50,127838.18384301018
157.5,hev,all,75,160103.96758541398
160.5,hev,all,25,99405.59833688427
160.5,hev,all,50,128544.57089788048
160.5,hev,all,75,160068.72105720706
163.5,hev,all,25,102639.04622207365
163.5,hev,all,50,132629.9551959281
163.5,hev,all,75,164783.76875374722
166.5,hev,all,25,102002.71885295543
166.5,hev,all,50,133335.82487480956
166.5,hev,all,75,165307.85958648848
169.5,hev,all,25,103774.87451963242
169.5,hev,all,50,134597.55296167248
169.5,hev,all,75,166669.4127177075
172.5,hev,all,25,104544.13934075343
172.5,hev,all,50,135041.4031218384
172.5,hev,all,75,168407.60496625034
175.5,hev,all,25,106379.62738989081
175.5,hev,all,50,138542.74857643966
175.5,hev,all,75,170676.5162048127
178.5,hev,all,25,108332.4965694337
178.5,hev,all,50,139229.1499380598
178.5,hev,all,75,171600.25469691365
181.5,hev,all,25,100707
181.5,hev,all,50,133553
181.5,hev,all,75,178000
1.5,hev,car,25,9
1.5,hev,car,50,257.5
1.5,hev,car,75,1510.3333333333333
4.5,hev,car,25,16.06845238095238
4.5,hev,car,50,558.8385093167701
4.5,hev,car,75,2473.4098214285714
7.5,hev,car,25,470.70366310404677
7.5,hev,car,50,2192.0110284692946
7.5,hev,car,75,4275.731631057843
10.5,hev,car,25,1222.7380580322947
10.5,hev,car,50,3312.7874639289425
10.5,hev,car,75,6594.405876313472
13.5,hev,car,25,2672.5520548650097
13.5,hev,car,50,5377.132710731954
13.5,hev,car,75,10743.606396043253
16.5,hev,car,25,3917.8793420651846
16.5,hev,car,50,8528.52360884711
16.5,hev,car,75,16668.120313500836
19.5,hev,car,25,7703.236528665424
19.5,hev,car,50,16096.509903596958
19.5,hev,car,75,26058.86389055591
22.5,hev,car,25,10177.423886642828
22.5,hev,car,50,19474.79556438946
22.5,hev,car,75,32213.04611773798
25.5,hev,car,25,13229.928630883922
25.5,hev,car,50,24562.470447132906
25.5,hev,car,75,34901.89005149319
28.5,hev,car,25,15910.954230380912
28.5,hev,car,50,28203.3437430261
28.5,hev,car,75,38700.78811112243
31.5,hev,car,25,18169.269216542703
31.5,hev,car,50,30872.782739871116
31.5,hev,car,75,41442.923586525525
34.5,hev,car,25,18300.137384802645
34.5,hev,car,50,30308.8232747126
34.5,hev,car,75,42953.08210199158
37.5,hev,car,25,19816.193458093505
37.5,hev,car,50,31321.22138963549
37.5,hev,car,75,45622.28505242609
40.5,hev,car,25,20589.13206245396
40.5,hev,car,50,30817.74453284152
40.5,hev,car,75,44903.767862492125
43.5,hev,car,25,21985.91714169356
43.5,hev,car,50,31670.170980358118
43.5,hev,car,75,44845.06291066773
46.5,hev,car,25,23458.468716698677
46.5,hev,car,50,33114.20251144196
46.5,hev,car,75,46216.85903259502
49.5,hev,car,25,24463.017676633553
49.5,hev,car,50,33909.13857122818
49.5,hev,car,75,47702.843305972245
52.5,hev,car,25,26062.685938726496
52.5,hev,car,50,36218.01536485147
52.5,hev,car,75,52327.10641658826
55.5,hev,car,25,28701.105437649716
55.5,hev,car,50,40311.942146389534
55.5,hev,car,75,58414.540455980794
58.5,hev,car,25,31560.741827987207
58.5,hev,car,50,45553.56955826792
58.5,hev,car,75,66104.59695337401
61.5,hev,car,25,35563.063728485555
61.5,hev,car,50,51254.892044918175
61.5,hev,car,75,72272.7011003427
64.5,hev,car,25,38784.35690943514
64.5,hev,car,50,55280.78721213679
64.5,hev,car,75,76476.34531948509
67.5,hev,car,25,41546.28239928829
67.5,hev,car,50,58734.914355541914
67.5,hev,car,75,79916.19150268352
70.5,hev,car,25,43697.256170325396
70.5,hev,car,50,62027.12543565377
70.5,hev,car,75,83605.21900777887
73.5,hev,car,25,46520.59640944257
73.5,hev,car,50,65460.693786023934
73.5,hev,car,75,87281.235412928625
76.5,hev,car,25,48070.67013661129
76.5,hev,car,50,67804.63698744145
76.5,hev,car,75,89651.30224037133
79.5,hev,car,25,51074.16668543477
79.5,hev,car,50,70577.74152640157
79.5,hev,car,75,92673.50227023708
82.5,hev,car,25,53225.0209757415
82.5,hev,car,50,73310.54460968154
82.5,hev,car,75,95769.6573922581
85.5,hev,car,25,55669.57019250984
85.5,hev,car,50,75685.27550966255
85.5,hev,car,75,97953.00187870744
88.5,hev,car,25,56440.612627105496
88.5,hev,car,50,76865.50331466964
88.5,hev,car,75,99632.09438662171
91.5,hev,car,25,60330.893669989026
91.5,hev,car,50,80998.3662366976
91.5,hev,car,75,103262.79455650889
94.5,hev,car,25,60838.98751219325
94.5,hev,car,50,82462.81920448082
94.5,hev,car,75,106422.1109665649
97.5,hev,car,25,62337.18655243301
97.5,hev,car,50,84603.36104090136
97.5,hev,car,75,109186.10819940997
100.5,hev,car,25,63262.90639275905
100.5,hev,car,50,86031.3918135078
100.5,hev,car,75,111382.42605693026
103.5,hev,car,25,66806.8955549084
103.5,hev,car,50,89205.40146990544
103.5,hev,car,75,115169.17405399661
106.5,hev,car,25,67782.01286403624
106.5,hev,car,50,90819.34600072753
106.5,hev,car,75,116982.85107086565
109.5,hev,car,25,67367.3734141453
109.5,hev,car,50,91551.42003673292
109.5,hev,car,75,118485.4556597819
112.5,hev,car,25,68647.719325747
112.5,hev,car,50,93590.03759750654
112.5,hev,car,75,120812.69702446561
115.5,hev,car,25,72695.18841035725
115.5,hev,car,50,97450.67459835431
115.5,hev,car,75,124181.84284872146
118.5,hev,car,25,75053.25704841407
118.5,hev,car,50,99863.66241142037
118.5,hev,car,75,127815.75163430905
121.5,hev,car,25,75749.68907994132
121.5,hev,car,50,101490.58645063071
121.5,hev,car,75,130357.89801576255
124.5,hev,car,25,77190.64053368659
124.5,hev,car,50,101829.3043893474
124.5,hev,car,75,131196.9024367207
127.5,hev,car,25,81046.78878926396
127.5,hev,car,50,106738.02647274987
127.5,hev,car,75,135562.06400942118
130.5,hev,car,25,82732.32790055878
130.5,hev,car,50,108369.4521319366
130.5,hev,car,75,138354.16939546287
133.5,hev,car,25,83880.39005565444
133.5,hev,car,50,110422.54496605268
133.5,hev,car,75,140286.1114410217
136.5,hev,car,25,84462.95893927121
136.5,hev,car,50,111060.2815039492
136.5,hev,car,75,141121.03978914162
139.5,hev,car,25,87837.79708766697
139.5,hev,car,50,114173.65014016897
139.5,hev,car,75,144242.89245882328
142.5,hev,car,25,89186.14079813017
142.5,hev,car,50,116576.1332829258
142.5,hev,car,75,146205.74150381688
145.5,hev,car,25,91159.49744088955
145.5,hev,car,50,118691.78004709854
145.5,hev,car,75,149157.43516923275
148.5,hev,car,25,92120.66264184185
148.5,hev,car,50,120242.5928414779
148.5,hev,car,75,150336.65079840232
151.5,hev,car,25,94739.89152597211
151.5,hev,car,50,123876.63695419773
151.5,hev,car,75,154783.08394354946
154.5,hev,car,25,95547.33881283786
154.5,hev,car,50,125632.77483067557
154.5,hev,car,75,156653.46375460617
157.5,hev,car,25,96949.55231584518
157.5,hev,car,50,126827.6873128972
157.5,hev,car,75,159617.64762967615
160.5,hev,car,25,98109.69030372989
160.5,hev,car,50,127058.87536448712
160.5,hev,car,75,158900.0473840666
163.5,hev,car,25,101695.34817559159
163.5,hev,car,50,132266.02321901123
163.5,hev,car,75,164286.60052353353
166.5,hev,car,25,101018.98874415785
166.5,hev,car,50,132372.08956687356
166.5,hev,car,75,165147.8352826408
169.5,hev,car,25,102736.3153644642
169.5,hev,car,50,133623.05157028764
169.5,hev,car,75,166292.42979483688
172.5,hev,car,25,103651.97930422169
172.5,hev,car,50,133298.15798807537
172.5,hev,car,75,167529.47558641827
175.5,hev,car,25,105648.335961501
175.5,hev,car,50,137754.81331696786
175.5,hev,car,75,170269.0676901162
178.5,hev,car,25,107566.81713369214
178.5,hev,car,50,138340.73866302427
178.5,hev,car,75,170717.96874641153
181.5,hev,car,25,102729
181.5,hev,car,50,134562
181.5,hev,car,75,193262
1.5,hev,cuv,25,9
1.5,hev,cuv,50,26.78095238095238
1.5,hev,cuv,75,590.2222222222222
4.5,hev,cuv,25,7.391702649083907
4.5,hev,cuv,50,132.5206611570248
4.5,hev,cuv,75,1703.9824041811846
7.5,hev,cuv,25,79.89514024787997
7.5,hev,cuv,50,1015.1543209876543
7.5,hev,cuv,75,3724.5063288161114
10.5,hev,cuv,25,340.1850167628944
10.5,hev,cuv,50,2287.0046275967343
10.5,hev,cuv,75,5326.917509409262
13.5,hev,cuv,25,2289.932097027152
13.5,hev,cuv,50,5108.160501817781
13.5,hev,cuv,75,8677.85021770682
16.5,hev,cuv,25,3458.325678615659
16.5,hev,cuv,50,6576.877765053637
16.5,hev,cuv,75,10537.358687299147
19.5,hev,cuv,25,4706.945897446944
19.5,hev,cuv,50,8167.937557058792
19.5,hev,cuv,75,12882.646692048478
22.5,hev,cuv,25,6499.0778692826625
22.5,hev,cuv,50,10667.964029893295
22.5,hev,cuv,75,16339.551227536545
25.5,hev,cuv,25,8863.170496225897
25.5,hev,cuv,50,13732.542401774266
25.5,hev,cuv,75,20902.848321366386
28.5,hev,cuv,25,10997.567583202073
28.5,hev,cuv,50,16893.17976546096
28.5,hev,cuv,75,25078.86853160579
31.5,hev,cuv,25,12937.055623691534
31.5,hev,cuv,50,19417.520079743186
31.5,hev,cuv,75,27936.667319445154
34.5,hev,cuv,25,15310.212376419246
34.5,hev,cuv,50,22675.769279773755
34.5,hev,cuv,75,31888.119626209686
37.5,hev,cuv,25,17950.04725724765
37.5,hev,cuv,50,25837.42690374296
37.5,hev,cuv,75,35153.25353038922
40.5,hev,cuv,25,20203.28918768579
40.5,hev,cuv,50,28250.498755312085
40.5,hev,cuv,75,37684.672334842064
43.5,hev,cuv,25,21591.810045800987
43.5,hev,cuv,50,29942.426119283486
43.5,hev,cuv,75,39710.408326497905
46.5,hev,cuv,25,22783.97481316192
46.5,hev,cuv,50,31131.086114667305
46.5,hev,cuv,75,41452.57128185697
49.5,hev,cuv,25,24310.951599226282
49.5,hev,cuv,50,32900.80379323791
49.5,hev,cuv,75,43582.12851765767
52.5,hev,cuv,25,25900.659715967486
52.5,hev,cuv,50,35348.79286399625
52.5,hev,cuv,75,48021.057543391405
55.5,hev,cuv,25,28695.816199285753
55.5,hev,cuv,50,39288.05246196574
55.5,hev,cuv,75,54283.35392202486
58.5,hev,cuv,25,31432.270048639282
58.5,hev,cuv,50,44271.44202537506
58.5,hev,cuv,75,61524.86398434063
61.5,hev,cuv,25,34724.28291769187
61.5,hev,cuv,50,48998.383460296514
61.5,hev,cuv,75,67391.648156632
64.5,hev,cuv,25,37204.868308846984
64.5,hev,cuv,50,52023.89789017869
64.5,hev,cuv,75,70522.25714656536
67.5,hev,cuv,25,40170.029946315604
67.5,hev,cuv,50,55955.3122023585
67.5,hev,cuv,75,74232.69981297487
70.5,hev,cuv,25,42556.498443455464
70.5,hev,cuv,50,58317.12038876767
70.5,hev,cuv,75,77912.51775989651
73.5,hev,cuv,25,45268.469378547954
73.5,hev,cuv,50,62105.9208087718
73.5,hev,cuv,75,82284.95652173914
76.5,hev,cuv,25,47304.791647377206
76.5,hev,cuv,50,64637.592508031026
76.5,hev,cuv,75,85172.5327285696
79.5,hev,cuv,25,50610.344353369765
79.5,hev,cuv,50,67888.51958228108
79.5,hev,cuv,75,89211.27485750947
82.5,hev,cuv,25,52515.909656273834
82.5,hev,cuv,50,70954.059003763
82.5,hev,cuv,75,91043.3295066968
85.5,hev,cuv,25,55080.98339836492
85.5,hev,cuv,50,73904.18855817885
85.5,hev,cuv,75,93450.75283291977
88.5,hev,cuv,25,57083.170549533155
88.5,hev,cuv,50,75929.34009210051
88.5,hev,cuv,75,96706.59718578248
91.5,hev,cuv,25,58806.15492957747
91.5,hev,cuv,50,79643.47467209857
91.5,hev,cuv,75,99595.3591109155
94.5,hev,cuv,25,62117.661691542286
94.5,hev,cuv,50,81328.76931661213
94.5,hev,cuv,75,101088.6199563795
97.5,hev,cuv,25,63064.66693116445
97.5,hev,cuv,50,82641.1002379536
97.5,hev,cuv,75,104748.37712480352
100.5,hev,cuv,25,65875.91359747024
100.5,hev,cuv,50,86512.15997932863
100.5,hev,cuv,75,107642.44822316986
103.5,hev,cuv,25,69481.844879089607
103.5,hev,cuv,50,90613.63823577637
103.5,hev,cuv,75,112426.82867998263
106.5,hev,cuv,25,71017.30215565607
106.5,hev,cuv,50,92369.00148809524
106.5,hev,cuv,75,115523.60091868446
109.5,hev,cuv,25,72979.11845180136
109.5,hev,cuv,50,93876.0877914952
109.5,hev,cuv,75,116834.36973618716
112.5,hev,cuv,25,74840.8185272045
112.5,hev,cuv,50,95736.58171118154
112.5,hev,cuv,75,120330.59722222222
115.5,hev,cuv,25,78526.9696969697
115.5,hev,cuv,50,98916.49946763799
115.5,hev,cuv,75,123590.41587752526
118.5,hev,cuv,25,78626.87054047648
118.5,hev,cuv,50,101396.17763157895
118.5,hev,cuv,75,127443.70521057812
121.5,hev,cuv,25,82268.04946524063
121.5,hev,cuv,50,103242.06948798329
121.5,hev,cuv,75,127555.05981182796
124.5,hev,cuv,25,84292.75778388279
124.5,hev,cuv,50,106850.51275510204
124.5,hev,cuv,75,132504.86000000002
127.5,hev,cuv,25,86056.31323099416
127.5,hev,cuv,50,109639.5229774713
127.5,hev,cuv,75,137600.32260757027
130.5,hev,cuv,25,89929.02692307692
130.5,hev,cuv,50,113790.2618147448
130.5,hev,cuv,75,140522.58372132253
133.5,hev,cuv,25,89031.36229789894
133.5,hev,cuv,50,113027.52142857142
133.5,hev,cuv,75,139593.79197005223
136.5,hev,cuv,25,92292.7515873016
136.5,hev,cuv,50,116462.95144296839
136.5,hev,cuv,75,142952.96418067228
139.5,hev,cuv,25,93996.5357771261
139.5,hev,cuv,50,118140.46700083543
139.5,hev,cuv,75,144271.02650641027
142.5,hev,cuv,25,96342.67613636363
142.5,hev,cuv,50,121026.87534626038
142.5,hev,cuv,75,149290.87394411955
145.5,hev,cuv,25,95090.46029131899
145.5,hev,cuv,50,122457.58709725986
145.5,hev,cuv,75,152578.24635495222
148.5,hev,cuv,25,98424.81624319419
148.5,hev,cuv,50,123591.6252610135
148.5,hev,cuv,75,153818.8738123945
151.5,hev,cuv,25,103449.21614145659
151.5,hev,cuv,50,132196.4796145293
151.5,hev,cuv,75,159780.37551139685
154.5,hev,cuv,25,101643.18902894492
154.5,hev,cuv,50,128682.72278805121
154.5,hev,cuv,75,159974.88763892656
157.5,hev,cuv,25,102976.97766666666
157.5,hev,cuv,50,131818.86921275445
157.5,hev,cuv,75,160646.30893695506
160.5,hev,cuv,25,105580.3423878205
160.5,hev,cuv,50,132851.29837446142
160.5,hev,cuv,75,161240.0890380966
163.5,hev,cuv,25,105938.27757544226
163.5,hev,cuv,50,134524.0984649123
163.5,hev,cuv,75,166372.22169292456
166.5,hev,cuv,25,104187.02960526316
166.5,hev,cuv,50,136213.678030303
166.5,hev,cuv,75,166323.10037878787
169.5,hev,cuv,25,108719.18396929823
169.5,hev,cuv,50,137476.50356037152
169.5,hev,cuv,75,167629.17125896056
172.5,hev,cuv,25,107953.7995689655
172.5,hev,cuv,50,141549.34277777778
172.5,hev,cuv,75,169898.56679549115
175.5,hev,cuv,25,107578.184914361
175.5,hev,cuv,50,140047.49660825325
175.5,hev,cuv,75,172162.42064095073
178.5,hev,cuv,25,110033.08151147098
178.5,hev,cuv,50,141845.6192982456
178.5,hev,cuv,75,173365.5028340081
181.5,hev,cuv,25,87103
181.5,hev,cuv,50,118467
181.5,hev,cuv,75,141000
4.5,hev,minivan,25,5
4.5,hev,minivan,50,23.78333333333333
4.5,hev,minivan,75,343
7.5,hev,minivan,25,6.674479166666666
7.5,hev,minivan,50,118.91666666666666
7.5,hev,minivan,75,1738.667079303675
10.5,hev,minivan,25,11.724983520105472
10.5,hev,minivan,50,1165.8083440860216
10.5,hev,minivan,75,4827.612937060217
13.5,hev,minivan,25,3081.1021212121213
13.5,hev,minivan,50,7018.032033477921
13.5,hev,minivan,75,12664.417930419268
16.5,hev,minivan,25,4115.096862259755
16.5,hev,minivan,50,9255.187924871647
16.5,hev,minivan,75,16225.892648431665
19.5,hev,minivan,25,6138.735211417267
19.5,hev,minivan,50,12447.186182179987
19.5,hev,minivan,75,20406.427304789773
22.5,hev,minivan,25,10909.113959887944
22.5,hev,minivan,50,18940.582879684418
22.5,hev,minivan,75,27423.975249451185
25.5,hev,minivan,25,14247.555186352069
25.5,hev,minivan,50,24627.773789958635
25.5,hev,minivan,75,35995.56009909165
28.5,hev,minivan,25,18100.20592993872
28.5,hev,minivan,50,29267.957897941786
28.5,hev,minivan,75,40834.27400976052
31.5,hev,minivan,25,20132.582914100032
31.5,hev,minivan,50,33235.10950971022
31.5,hev,minivan,75,47640.98942853628
34.5,hev,minivan,25,21120.25732977926
34.5,hev,minivan,50,34107.54302301134
34.5,hev,minivan,75,52397.01265686403
37.5,hev,minivan,25,24324.45927376119
37.5,hev,minivan,50,38687.64281645538
37.5,hev,minivan,75,58186.3803596538
40.5,hev,minivan,25,26563.20277067913
40.5,hev,minivan,50,39136.64281068693
40.5,hev,minivan,75,58710.7431372549
43.5,hev,minivan,25,26290.13149618713
43.5,hev,minivan,50,38462.83667744874
43.5,hev,minivan,75,59365.2738479021
46.5,hev,minivan,25,27614.578594594615
46.5,hev,minivan,50,38202.17186863965
46.5,hev,minivan,75,58509.78796457982
49.5,hev,minivan,25,26846.98037446425
49.5,hev,minivan,50,36569.84186183077
49.5,hev,minivan,75,52521.194760224316
52.5,hev,minivan,25,27220.453919756255
52.5,hev,minivan,50,37333.81682656682
52.5,hev,minivan,75,53596.157123083605
55.5,hev,minivan,25,26813.894171151012
55.5,hev,minivan,50,35473.72558610964
55.5,hev,minivan,75,48825.63514753112
58.5,hev,minivan,25,29091.510977669357
58.5,hev,minivan,50,39796.600622941005
58.5,hev,minivan,75,56064.877824473784
61.5,hev,minivan,25,32815.30040339793
61.5,hev,minivan,50,46234.03710225744
61.5,hev,minivan,75,63858.7373453997
64.5,hev,minivan,25,35575.263817577776
64.5,hev,minivan,50,50131.88222646918
64.5,hev,minivan,75,68986.18645690834
67.5,hev,minivan,25,40253.45641654979
67.5,hev,minivan,50,56163.12456445994
67.5,hev,minivan,75,76803.82358671863
70.5,hev,minivan,25,42405.58421524781
70.5,hev,minivan,50,60225.44562962963
70.5,hev,minivan,75,79632.68543346773
73.5,hev,minivan,25,46065.13900791155
73.5,hev,minivan,50,63396.65450174825
73.5,hev,minivan,75,82801.49009500707
76.5,hev,minivan,25,47434.239094387754
76.5,hev,minivan,50,63796.533988910334
76.5,hev,minivan,75,85316.81035052911
79.5,hev,minivan,25,49200.03114686468
79.5,hev,minivan,50,67774.52162073221
79.5,hev,minivan,75,88235.66552237274
82.5,hev,minivan,25,50807.425788896726
82.5,hev,minivan,50,69001.88470381567
82.5,hev,minivan,75,89902.53981865128
85.5,hev,minivan,25,53420.83476325587
85.5,hev,minivan,50,71770.0497902098
85.5,hev,minivan,75,91938.39522812715
88.5,hev,minivan,25,57385.581818181825
88.5,hev,minivan,50,75498.20533333333
88.5,hev,minivan,75,96234.88864327161
91.5,hev,minivan,25,57310.14587836265
91.5,hev,minivan,50,76877.88118160775
91.5,hev,minivan,75,98778.17261636985
94.5,hev,minivan,25,58353.83354247848
94.5,hev,minivan,50,77516.48561698716
94.5,hev,minivan,75,100100.69410750977
97.5,hev,minivan,25,59148.778074866306
97.5,hev,minivan,50,80231.03448275862
97.5,hev,minivan,75,103581.48116677237
100.5,hev,minivan,25,61472.17170902398
100.5,hev,minivan,50,81341.51851656096
100.5,hev,minivan,75,105040.03684031323
103.5,hev,minivan,25,63987.7648202138
103.5,hev,minivan,50,84875.8920418683
103.5,hev,minivan,75,107375.06278462113
106.5,hev,minivan,25,63088.45336418654
106.5,hev,minivan,50,85107.60141509434
106.5,hev,minivan,75,107791.9163098375
109.5,hev,minivan,25,60836.93157679738
109.5,hev,minivan,50,85609.65125477359
109.5,hev,minivan,75,113698.11076213782
112.5,hev,minivan,25,61604.03659692353
112.5,hev,minivan,50,86241.07451923077
112.5,hev,minivan,75,111644.57656253797
115.5,hev,minivan,25,67938.77388097023
115.5,hev,minivan,50,92935.24199546485
115.5,hev,minivan,75,120989.36366064491
118.5,hev,minivan,25,69759.83394474638
118.5,hev,minivan,50,96120.7681316122
118.5,hev,minivan,75,125354.23627469604
121.5,hev,minivan,25,65356.60884632923
121.5,hev,minivan,50,93827.12589031339
121.5,hev,minivan,75,124054.13759456431
124.5,hev,minivan,25,71782.43059193293
124.5,hev,minivan,50,98379.95424254058
124.5,hev,minivan,75,129723.67581300813
127.5,hev,minivan,25,77448.43895992132
127.5,hev,minivan,50,104119.5607985481
127.5,hev,minivan,75,136261.61877151462
130.5,hev,minivan,25,76069.00131704981
130.5,hev,minivan,50,106034.74273508547
130.5,hev,minivan,75,139607.73851851854
133.5,hev,minivan,25,80266.87953208182
133.5,hev,minivan,50,108255.86104418918
133.5,hev,minivan,75,139215.5152196118
136.5,hev,minivan,25,82959.38757396449
136.5,hev,minivan,50,111997.1465625
136.5,hev,minivan,75,143811.60334116628
139.5,hev,minivan,25,84651.31983568076
139.5,hev,minivan,50,111786.54337548932
139.5,hev,minivan,75,143972.2628384687
142.5,hev,minivan,25,88141.85378339466
142.5,hev,minivan,50,119184.37841191066
142.5,hev,minivan,75,150313.15519125684
145.5,hev,minivan,25,93517.47685185184
145.5,hev,minivan,50,121120.36571428571
145.5,hev,minivan,75,153134.33694284933
148.5,hev,minivan,25,93140.07809212065
148.5,hev,minivan,50,122221.52549427681
148.5,hev,minivan,75,153427.65135485632
151.5,hev,minivan,25,98492.13636363637
151.5,hev,minivan,50,130647.49999999997
151.5,hev,minivan,75,160750.68589743588
154.5,hev,minivan,25,101376.10930735931
154.5,hev,minivan,50,132202.98979591837
154.5,hev,minivan,75,164040.7722332016
157.5,hev,minivan,25,104891.77777777778
157.5,hev,minivan,50,131665
157.5,hev,minivan,75,164072.2596491228
160.5,hev,minivan,25,105681.5
160.5,hev,minivan,50,133627.69004329003
160.5,hev,minivan,75,167701.26102941178
163.5,hev,minivan,25,98560
163.5,hev,minivan,50,134361
163.5,hev,minivan,75,147072
1.5,hev,pickup,25,5
1.5,hev,pickup,50,16
1.5,hev,pickup,75,33
4.5,hev,pickup,25,5
4.5,hev,pickup,50,11.75
4.5,hev,pickup,75,557
7.5,hev,pickup,25,274.53999999999996
7.5,hev,pickup,50,1685.6214285714286
7.5,hev,pickup,75,4239.3
10.5,hev,pickup,25,1324.3614996114995
10.5,hev,pickup,50,3631.978888106967
10.5,hev,pickup,75,6715.98037414966
13.5,hev,pickup,25,3290.8993863049095
13.5,hev,pickup,50,5927.688397932817
13.5,hev,pickup,75,10129.037635780418
16.5,hev,pickup,25,4880.454010160099
16.5,hev,pickup,50,9004.019512195122
16.5,hev,pickup,75,13763.06226628451
19.5,hev,pickup,25,9520.886479591836
19.5,hev,pickup,50,13293.598958333332
19.5,hev,pickup,75,17574.392592592594
22.5,hev,pickup,25,10163.09818913481
22.5,hev,pickup,50,16075.842012465147
22.5,hev,pickup,75,21983.550605536333
25.5,hev,pickup,25,10158.232946298984
25.5,hev,pickup,50,17214.249019607843
25.5,hev,pickup,75,25634.55685618729
28.5,hev,pickup,25,13227.08703888335
28.5,hev,pickup,50,19935.39875
28.5,hev,pickup,75,27485.244083840433
31.5,hev,pickup,25,17671.094377090303
31.5,hev,pickup,50,22171.2824820485
31.5,hev,pickup,75,29626.397012578615
34.5,hev,pickup,25,17991.743195861283
34.5,hev,pickup,50,22460.21376290272
34.5,hev,pickup,75,30279.79057038342
37.5,hev,pickup,25,18853.133434693373
37.5,hev,pickup,50,23495.298929208802
37.5,hev,pickup,75,31074.381595881598
40.5,hev,pickup,25,20197.20025
40.5,hev,pickup,50,26707.254421671547
40.5,hev,pickup,75,36587.44940427782
43.5,hev,pickup,25,24679.650310371348
43.5,hev,pickup,50,33400.73709014024
43.5,hev,pickup,75,45479.11288659794
46.5,hev,pickup,25,26540.426683345482
46.5,hev,pickup,50,35275.35541309972
46.5,hev,pickup,75,48625.66055980354
49.5,hev,pickup,25,28399.514025641027
49.5,hev,pickup,50,38441.00111585076
49.5,hev,pickup,75,53140.14016991933
52.5,hev,pickup,25,31781.45392183977
52.5,hev,pickup,50,43651.33725950975
52.5,hev,pickup,75,60292.952995169086
55.5,hev,pickup,25,35051.16011874728
55.5,hev,pickup,50,48875.993491278314
55.5,hev,pickup,75,66512.65859666512
58.5,hev,pickup,25,38342.1139452904
58.5,hev,pickup,50,52152.157290585594
58.5,hev,pickup,75,70100.09212523719
61.5,hev,pickup,25,42520.95078283771
61.5,hev,pickup,50,57937.545826623005
61.5,hev,pickup,75,75799.27173820621
64.5,hev,pickup,25,45740.23029386506
64.5,hev,pickup,50,61274.45273898591
64.5,hev,pickup,75,80040.82842702001
67.5,hev,pickup,25,48946.68306010929
67.5,hev,pickup,50,65117.1937410385
67.5,hev,pickup,75,84279.52673439309
70.5,hev,pickup,25,51219.1322493605
70.5,hev,pickup,50,67412.89604395856
70.5,hev,pickup,75,86444.08670695333
73.5,hev,pickup,25,55001.59982024826
73.5,hev,pickup,50,71607.6625196215
73.5,hev,pickup,75,90426.89575907856
76.5,hev,pickup,25,56325.95881712627
